timestamp,x,y,radius_px,in_text_region
19239.331332,0.461291,0.448507,80.8,0
19239.415307,0.463133,0.438636,90.7,0
19239.498277,0.448177,0.946296,120.8,0
19239.585438,0.463373,0.437252,92.6,0
19239.670055,0.463652,0.436737,93.2,0
19239.751422,0.463276,0.434830,95.4,0
19239.833151,0.463276,0.434830,95.4,0
19239.918223,0.463276,0.434830,95.4,0
19240.001317,0.463357,0.435139,95.5,0
19240.083455,0.463257,0.436111,96.2,0
19240.166365,0.463257,0.436111,96.2,0
19240.250663,0.463257,0.436111,96.2,0
19240.337476,0.463257,0.436111,96.2,0
19240.422221,0.463257,0.436111,96.2,0
19240.507513,0.463257,0.436111,96.2,0
19240.591237,0.463257,0.436111,96.2,0
19240.673967,0.463501,0.437037,96.5,0
19240.757541,0.463501,0.437037,96.5,0
19240.840940,0.463501,0.437037,96.5,0
19240.923159,0.463501,0.437037,96.5,0
19241.007193,0.463501,0.437037,96.5,0
19241.087153,0.463744,0.437963,96.7,0
19241.164738,0.463744,0.437963,96.7,0
19241.245225,0.463974,0.438426,96.0,0
19241.322320,0.463974,0.438426,96.0,0
19241.404419,0.463490,0.436574,95.6,0
19241.479613,0.463437,0.437037,95.4,0
19241.554699,0.463437,0.437037,95.4,0
19241.630059,0.462995,0.435321,95.0,0
19241.712880,0.463771,0.435866,94.1,0
19241.788629,0.463353,0.435820,93.3,0
19241.870727,0.464348,0.436985,92.5,0
19241.948403,0.463331,0.435461,93.2,0
19242.028705,0.463435,0.434927,93.5,0
19242.104792,0.463540,0.435343,93.6,0
19242.185874,0.464035,0.435932,93.2,0
19242.274313,0.463996,0.436040,93.1,0
19242.360493,0.464104,0.436464,93.2,0
19242.439234,0.463333,0.435924,94.0,0
19242.526638,0.463655,0.436495,93.3,0
19242.610824,0.463623,0.437306,91.9,0
19242.688231,0.464029,0.437584,91.4,0
19242.767017,0.461894,0.448031,80.9,0
19242.935108,0.370052,0.026852,52.3,0
19243.018157,0.460604,0.447324,82.6,0
19243.104630,0.464029,0.438051,91.5,0
19243.179406,0.447656,0.945370,121.3,0
19243.254614,0.326562,0.910648,149.4,0
19243.329587,0.463715,0.436306,93.7,0
19243.406086,0.464517,0.438137,91.4,0
19243.495854,0.464342,0.437449,91.2,0
19243.574380,0.448698,0.947685,118.3,0
19243.655027,0.449740,0.946296,117.3,0
19243.732338,0.449671,0.947052,116.8,0
19243.812864,0.450000,0.947685,117.0,0
19243.889061,0.450409,0.947321,116.1,0
19243.970324,0.450094,0.947602,115.4,0
19244.047366,0.447585,0.946128,119.0,0
19244.129486,0.464577,0.438122,92.9,0
19244.206040,0.464577,0.438122,92.9,0
19244.288898,0.423177,0.938426,162.2,0
19244.373712,0.423438,0.938426,161.8,0
19244.456317,0.424740,0.938426,159.4,0
19244.538601,0.463737,0.436210,93.0,0
19244.614944,0.464230,0.438127,93.4,0
19244.696328,0.464230,0.438127,93.4,0
19244.772730,0.463501,0.436878,92.4,0
19244.853991,0.463501,0.436878,92.4,0
19244.930226,0.464205,0.439815,91.9,0
19245.006397,0.463718,0.437732,91.4,0
19245.089127,0.464276,0.437876,91.2,0
19245.171043,0.464377,0.438283,91.3,0
19245.246845,0.464380,0.437115,92.6,0
19245.322791,0.464032,0.438045,91.7,0
19245.406186,0.463302,0.437443,91.7,0
19245.488920,0.463440,0.437996,91.8,0
19245.571146,0.424740,0.946296,157.6,0
19245.648581,0.425521,0.946296,157.2,0
19245.730673,0.463498,0.435459,93.5,0
19245.812327,0.463573,0.435752,93.5,0
19245.888232,0.463756,0.436702,92.5,0
19245.964428,0.463333,0.435924,94.0,0
19246.046358,0.463433,0.435648,94.3,0
19246.124721,0.425521,0.942130,156.4,0
19246.205783,0.463721,0.437713,92.0,0
19246.289513,0.463623,0.437306,91.9,0
19246.371367,0.450521,0.478241,67.8,0
19246.448885,0.388802,0.986574,77.5,0
19246.529766,0.451823,0.475926,65.9,0
19246.606988,0.426302,0.939815,156.1,0
19246.688827,0.463673,0.438979,90.7,0
19246.765808,0.464069,0.437508,91.7,0
19246.847043,0.464062,0.438186,91.5,0
19246.921934,0.463998,0.436972,92.9,0
19246.997133,0.464765,0.437491,92.0,0
19247.070348,0.464268,0.438785,90.8,0
19247.146879,0.464342,0.437449,91.2,0
19247.222168,0.464585,0.435866,92.0,0
19247.304534,0.464683,0.436740,91.1,0
19247.380900,0.464863,0.437449,91.2,0
19247.462595,0.465070,0.438267,91.5,0
19247.538712,0.465010,0.438743,91.3,0
19247.614127,0.464417,0.440823,90.9,0
19247.696114,0.464524,0.441263,91.0,0
19247.772799,0.464784,0.439202,91.9,0
19247.854466,0.464784,0.439202,91.9,0
19247.930693,0.463225,0.436450,92.0,0
19248.006130,0.463660,0.439546,92.1,0
19248.087895,0.463640,0.439721,92.0,0
19248.164168,0.462533,0.438148,90.3,0
19248.246669,0.463658,0.437273,90.4,0
19248.321358,0.463761,0.436418,90.8,0
19248.396085,0.463935,0.437131,91.0,0
19248.553447,0.464286,0.438525,90.1,0
19248.631019,0.463440,0.438241,90.8,0
19248.715924,0.464160,0.438858,90.8,0
19248.797327,0.464258,0.438597,91.0,0
19248.871471,0.464032,0.438045,91.7,0
