timestamp,label,text_id
1783161910.123045,text_start,41
1783162066.066834,text_end,41
1783162155.769157,text_start,42
1783162263.382474,text_end,42
1783162332.723363,text_start,43
1783162477.024657,text_end,43
1783162541.521548,text_start,44
1783162643.086138,text_end,44
1783162723.618193,text_start,45
1783162878.195256,text_end,45
1783162964.965225,text_start,46
1783163060.480395,text_end,46
1783163109.822268,text_start,47
1783163258.236965,text_end,47
1783163337.042347,text_start,48
1783163446.936293,text_end,48
1783163511.165740,text_start,49
1783163661.752596,text_end,49
1783163709.489925,text_start,50
1783163808.963670,text_end,50
1783279215.904624,text_start,51
1783279247.415529,text_end,51
1783281398.313699,text_start,52
1783281473.291745,text_end,52
1783281667.019508,text_start,53
1783281812.311622,text_end,53
